Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HPA,APA,HPG,APG,HCR,ACR,HP,AP,HSZA,HSZB,HSZC,ASZA,ASZB,ASZC,FTHG_P,FTAG_P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-03-17,Bournemouth,Swansea,2,0,H,1,0,H,M Dean,12,10,6,1,10,9,2,4,0,2,0,0,0,0,0,0,15,31,47.8,52.2,1,4,8,0,4,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-03-17,Crystal Palace,Watford,1,0,H,0,0,D,M Atkinson,7,6,0,2,8,15,3,2,0,2,0,0,0,0,0,0,21,10,43,57,0,6,2,0,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-03-17,Everton,Hull,4,0,H,1,0,H,P Tierney,14,6,8,0,9,7,5,8,2,0,0,1,0,0,0,0,15,25,51.5,48.5,0,12,2,0,4,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-03-17,Stoke,Chelsea,1,2,A,1,1,D,A Taylor,5,20,1,7,16,11,5,11,4,2,1,0,1,0,1,0,12,10,36.2,63.8,0,5,0,0,13,7,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-03-17,Sunderland,Burnley,0,0,D,0,0,D,R Madley,14,17,5,3,14,7,3,5,2,1,0,0,0,0,0,0,19,21,44,56,1,6,7,0,9,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-03-17,West Brom,Arsenal,3,1,H,1,1,D,N Swarbrick,12,11,8,2,5,6,4,5,1,0,0,0,0,0,0,0,14,19,23.3,76.7,2,9,1,2,4,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-03-17,West Ham,Leicester,2,3,A,1,3,A,R East,20,11,7,5,10,14,6,5,0,1,0,0,0,0,0,0,34,11,58.6,41.4,2,10,8,2,6,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-03-17,Man City,Liverpool,1,1,D,0,0,D,M Oliver,13,13,3,4,14,7,9,8,3,3,0,0,0,1,0,1,22,19,59.5,40.5,2,10,1,1,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-03-17,Middlesbrough,Man United,1,3,A,0,1,A,J Moss,10,14,3,6,9,8,8,3,1,1,0,0,0,0,0,0,38,9,63.9,36.1,1,8,1,3,6,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-03-17,Tottenham,Southampton,2,1,H,2,0,H,A Marriner,12,8,6,3,12,13,5,1,3,3,0,0,1,0,1,0,10,12,50.5,49.5,1,6,5,0,5,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-17,Burnley,Tottenham,0,2,A,0,0,D,S Attwell,13,19,2,7,9,6,3,7,2,0,0,0,0,0,0,0,20,14,39,61,0,5,8,1,9,9,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-17,Chelsea,Crystal Palace,1,2,A,1,2,A,C Pawson,24,8,11,3,12,14,9,3,3,2,0,0,0,0,0,0,43,9,72.9,27.1,2,14,8,1,5,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-17,Hull,West Ham,2,1,H,0,1,A,M Jones,7,12,3,4,16,9,5,5,2,2,0,0,0,0,0,0,16,31,45.7,54.3,1,5,1,0,8,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-17,Leicester,Stoke,2,0,H,1,0,H,L Mason,23,10,10,2,7,11,10,4,1,4,0,0,0,0,0,0,20,26,48.3,51.7,4,8,11,2,7,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-17,Liverpool,Everton,3,1,H,2,1,H,A Taylor,10,9,6,4,17,10,2,3,1,3,0,0,0,0,0,0,5,23,51.4,48.6,0,6,4,2,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-17,Man United,West Brom,0,0,D,0,0,D,M Dean,18,3,3,1,15,13,6,1,3,3,0,0,0,0,0,0,32,8,74.8,25.2,1,8,9,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-17,Southampton,Bournemouth,0,0,D,0,0,D,J Moss,14,12,4,3,14,8,6,3,1,0,0,0,0,1,0,0,16,11,61.3,38.7,2,8,4,2,6,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-17,Watford,Sunderland,1,0,H,0,0,D,L Probert,23,11,10,3,12,8,13,9,1,3,0,0,0,0,0,0,40,26,56.7,43.3,1,14,8,0,3,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-04-17,Arsenal,Man City,2,2,D,1,2,A,A Marriner,8,14,3,5,8,15,3,8,3,2,0,0,0,0,0,0,13,19,44.4,55.6,0,6,2,1,8,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-04-17,Swansea,Middlesbrough,0,0,D,0,0,D,R Madley,15,8,3,1,9,16,11,3,2,3,0,0,0,0,0,0,47,14,55.7,44.3,1,5,9,2,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-04-17,Burnley,Stoke,1,0,H,0,0,D,K Friend,7,15,3,2,9,16,3,5,3,2,0,0,0,0,0,0,13,20,48.1,51.9,0,4,3,0,8,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-04-17,Leicester,Sunderland,2,0,H,0,0,D,G Scott,19,15,8,3,12,13,5,6,0,1,0,0,0,0,0,0,24,22,54.7,45.3,0,11,8,0,9,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-04-17,Man United,Everton,1,1,D,0,1,A,N Swarbrick,18,11,3,4,10,18,6,5,1,4,0,1,1,0,1,0,33,9,61.6,38.4,3,7,8,1,5,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-04-17,Watford,West Brom,2,0,H,1,0,H,P Tierney,9,18,2,2,11,14,5,6,1,4,1,0,0,0,0,0,16,32,55.6,44.4,0,6,3,2,9,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-04-17,Arsenal,West Ham,3,0,H,0,0,D,M Atkinson,21,7,8,2,11,5,5,0,2,2,0,0,0,0,0,0,11,12,65.8,34.2,0,13,8,0,2,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-04-17,Chelsea,Man City,2,1,H,2,1,H,M Dean,10,17,4,7,10,14,2,9,1,3,0,0,1,0,0,0,12,26,39.3,60.7,0,6,4,2,9,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-04-17,Hull,Middlesbrough,4,2,H,3,2,H,M Oliver,17,12,5,4,13,12,8,4,2,1,0,0,0,0,0,0,24,26,47.8,52.2,4,11,2,2,5,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-04-17,Liverpool,Bournemouth,2,2,D,1,1,D,L Mason,20,7,8,2,11,8,7,2,1,1,0,0,0,0,0,0,29,12,66.1,33.9,2,7,11,0,6,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-04-17,Southampton,Crystal Palace,3,1,H,1,1,D,R East,25,17,9,3,16,11,11,11,2,1,0,0,0,0,0,0,40,24,61.5,38.5,3,16,6,2,9,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-04-17,Swansea,Tottenham,1,3,A,1,0,H,J Moss,4,18,1,8,7,8,5,7,1,1,0,0,0,0,0,0,15,24,28.2,71.8,1,2,1,2,9,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-17,Bournemouth,Chelsea,1,3,A,1,2,A,A Marriner,12,15,1,5,7,11,4,4,2,3,0,0,0,0,0,0,17,11,51.1,48.9,0,2,9,0,11,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-17,Man City,Hull,3,1,H,1,0,H,J Moss,23,6,7,1,6,8,7,3,0,2,0,0,0,0,0,0,18,10,67.4,32.6,2,14,8,0,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-17,Middlesbrough,Burnley,0,0,D,0,0,D,M Atkinson,12,7,5,2,9,12,4,3,0,3,0,0,0,0,0,0,26,17,57.3,42.7,1,7,5,0,5,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-17,Stoke,Liverpool,1,2,A,1,0,H,M Dean,9,14,4,4,7,11,5,8,0,2,0,0,0,0,0,0,23,19,44.3,55.7,4,2,3,1,8,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-17,Tottenham,Watford,4,0,H,3,0,H,A Taylor,19,8,6,2,12,12,7,5,0,1,0,0,0,0,0,0,19,17,58.7,41.3,0,8,11,0,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-17,West Brom,Southampton,0,1,A,0,1,A,C Kavanagh,17,10,6,3,12,12,7,3,2,2,0,0,0,0,0,0,25,15,41.9,58.1,2,9,6,0,6,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-17,West Ham,Swansea,1,0,H,1,0,H,K Friend,14,4,6,1,12,12,4,3,5,1,0,0,0,0,0,0,18,20,46.3,53.7,2,5,7,0,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-17,Everton,Leicester,4,2,H,3,2,H,R Madley,12,6,7,4,8,15,4,6,2,2,0,0,0,0,0,0,13,19,60.1,39.9,3,4,5,1,3,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-17,Sunderland,Man United,0,3,A,0,1,A,C Pawson,9,18,4,9,14,20,4,5,1,5,1,0,0,0,0,0,15,13,29.7,70.3,2,1,6,0,6,12,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-04-17,Crystal Palace,Arsenal,3,0,H,1,0,H,M Oliver,17,11,6,3,11,10,5,8,0,1,0,0,1,0,1,0,19,24,27.8,72.2,0,13,4,0,8,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-04-17,Crystal Palace,Leicester,2,2,D,0,1,A,M Dean,15,6,4,2,10,16,8,5,0,2,0,0,0,0,0,0,32,20,57.9,42.1,2,9,4,0,5,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-04-17,Everton,Burnley,3,1,H,0,0,D,M Clattenburg,29,13,7,6,15,14,6,7,2,0,0,0,0,1,0,1,25,22,63.2,36.8,2,14,14,2,5,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-04-17,Southampton,Man City,0,3,A,0,0,D,N Swarbrick,8,18,1,5,9,8,3,8,3,0,0,0,0,0,0,0,18,22,41.1,58.9,0,5,3,4,7,7,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-04-17,Stoke,Hull,3,1,H,1,0,H,S Attwell,14,14,4,3,12,5,3,7,0,2,0,0,0,0,0,0,14,22,44.9,55.1,0,10,4,1,9,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-04-17,Sunderland,West Ham,2,2,D,1,1,D,A Marriner,14,7,4,3,14,10,8,1,1,0,0,1,0,0,0,0,18,8,47.6,52.4,1,6,7,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-04-17,Tottenham,Bournemouth,4,0,H,2,0,H,M Oliver,24,5,14,1,8,10,13,1,0,1,0,0,0,0,0,0,24,7,68.8,31.2,2,14,8,0,3,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-04-17,Watford,Swansea,1,0,H,1,0,H,L Mason,15,13,7,4,8,13,6,2,0,0,0,0,0,0,0,0,14,24,53,47,1,4,10,2,7,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-04-17,Man United,Chelsea,2,0,H,1,0,H,R Madley,9,5,3,0,16,20,1,3,3,3,0,0,0,0,0,0,10,14,46.2,53.8,0,4,5,0,3,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-04-17,West Brom,Liverpool,0,1,A,0,1,A,J Moss,7,15,2,2,15,9,4,4,3,1,0,0,0,0,0,0,23,15,36.3,63.7,0,3,4,0,7,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-04-17,Middlesbrough,Arsenal,1,2,A,0,1,A,A Taylor,13,12,5,4,11,16,2,4,2,2,0,0,0,0,0,0,22,19,35.2,64.8,2,7,4,1,6,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-04-17,Bournemouth,Middlesbrough,4,0,H,2,0,H,G Scott,20,5,10,2,4,14,4,3,0,2,0,1,0,0,0,0,17,11,68.1,31.9,1,10,10,1,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-04-17,Hull,Watford,2,0,H,0,0,D,R Madley,8,13,3,2,10,11,4,7,3,1,1,0,0,0,0,0,12,24,34.2,65.8,2,1,5,0,7,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-04-17,Swansea,Stoke,2,0,H,1,0,H,M Oliver,10,9,6,3,5,14,11,4,2,2,0,0,0,1,0,0,25,23,45.4,54.6,0,8,2,0,6,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-04-17,West Ham,Everton,0,0,D,0,0,D,R East,15,4,3,0,9,15,8,4,2,3,0,0,0,0,0,0,23,13,40.6,59.4,2,6,7,0,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-04-17,Burnley,Man United,0,2,A,0,2,A,A Taylor,8,12,0,6,17,16,3,3,2,1,0,0,0,0,0,0,22,13,45.7,54.3,0,4,4,3,4,5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-04-17,Liverpool,Crystal Palace,1,2,A,1,1,D,A Marriner,14,7,1,3,8,10,4,3,1,2,0,0,0,0,0,0,24,13,72.3,27.7,0,7,7,1,4,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-04-17,Chelsea,Southampton,4,2,H,2,1,H,L Mason,17,12,7,4,13,9,6,7,2,2,0,0,0,0,0,0,18,24,47.8,52.2,0,12,5,3,5,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-04-17,Arsenal,Leicester,1,0,H,0,0,D,M Jones,12,7,5,3,9,13,12,1,2,4,0,0,0,0,0,0,29,10,68.9,31.1,1,3,9,1,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-04-17,Crystal Palace,Tottenham,0,1,A,0,0,D,J Moss,6,18,1,4,13,15,2,11,3,3,0,0,0,0,0,0,15,25,31.1,68.9,0,5,1,1,9,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-04-17,Middlesbrough,Sunderland,1,0,H,1,0,H,M Dean,6,10,2,4,15,11,3,5,3,3,0,0,0,0,0,0,18,19,48.9,51.1,0,2,4,0,4,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-17,Man City,Man United,0,0,D,0,0,D,M Atkinson,19,3,6,1,10,8,7,4,1,0,0,1,0,0,0,0,25,9,69.2,30.8,3,5,11,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-04-17,Crystal Palace,Burnley,0,2,A,0,1,A,R Madley,15,9,5,3,11,12,14,4,2,0,0,0,0,0,0,0,41,18,63.5,36.5,1,10,4,2,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-04-17,Southampton,Hull,0,0,D,0,0,D,M Dean,11,9,2,1,9,13,6,6,0,3,0,0,1,0,0,0,20,23,51.9,48.1,1,4,6,1,3,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-04-17,Stoke,West Ham,0,0,D,0,0,D,L Probert,19,12,4,4,12,3,5,3,1,0,0,0,0,0,0,0,15,17,57.1,42.9,1,8,10,1,7,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-04-17,Sunderland,Bournemouth,0,1,A,0,0,D,S Attwell,17,15,5,7,13,9,6,5,3,2,0,0,0,0,0,0,20,16,40.9,59.1,1,9,7,0,11,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-04-17,West Brom,Leicester,0,1,A,0,1,A,M Clattenburg,16,6,4,1,14,9,5,6,2,2,0,0,0,0,0,0,26,22,54.8,45.2,2,7,7,0,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-04-17,Everton,Chelsea,0,3,A,0,0,D,J Moss,12,11,4,5,13,11,2,4,3,4,0,0,0,0,0,0,10,12,49.5,50.5,1,5,6,1,7,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-04-17,Man United,Swansea,1,1,D,1,0,H,N Swarbrick,12,12,6,4,11,13,5,2,2,2,0,0,1,0,1,0,21,11,55.4,44.6,3,5,4,0,8,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-04-17,Middlesbrough,Man City,2,2,D,1,0,H,K Friend,14,22,6,4,9,9,4,11,4,4,0,0,0,1,0,1,15,39,31.9,68.1,0,7,7,1,13,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-04-17,Tottenham,Arsenal,2,0,H,0,0,D,M Oliver,20,12,11,4,7,15,14,5,1,3,0,0,1,0,1,0,27,15,51.2,48.8,3,11,6,0,9,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-17,Watford,Liverpool,0,1,A,0,1,A,C Pawson,9,12,2,8,11,9,3,5,3,1,0,0,0,0,0,0,14,22,40,60,0,2,7,0,5,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-05-17,West Ham,Tottenham,1,0,H,0,0,D,A Taylor,13,11,5,5,8,9,3,7,4,2,0,0,0,0,0,0,14,24,32.4,67.6,1,5,7,2,4,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-05-17,Bournemouth,Stoke,2,2,D,0,1,A,P Tierney,12,14,2,3,10,15,0,7,2,0,0,0,0,0,0,0,11,25,57.8,42.2,1,5,7,2,5,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-05-17,Burnley,West Brom,2,2,D,0,0,D,M Jones,14,11,4,3,9,14,5,8,1,3,0,0,0,0,0,0,23,26,55.1,44.9,1,9,4,1,6,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-05-17,Hull,Sunderland,0,2,A,0,0,D,N Swarbrick,16,12,6,5,10,8,7,4,3,1,0,0,0,0,0,0,32,15,59.5,40.5,1,7,8,3,5,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-05-17,Leicester,Watford,3,0,H,1,0,H,R East,11,14,5,7,8,10,10,1,0,0,0,0,0,0,0,0,29,23,41.9,58.1,0,6,5,1,7,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-05-17,Man City,Crystal Palace,5,0,H,1,0,H,M Oliver,26,5,12,2,12,8,9,3,1,3,0,0,0,0,0,0,21,11,69.2,30.8,1,21,4,0,2,3,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-05-17,Swansea,Everton,1,0,H,1,0,H,M Atkinson,9,8,4,2,5,13,9,5,0,0,0,0,0,0,0,0,21,34,37.6,62.4,2,6,1,0,4,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-05-17,Arsenal,Man United,2,0,H,0,0,D,A Marriner,9,10,4,4,14,10,5,9,1,0,0,0,0,0,0,0,20,20,50,50,0,5,4,0,5,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-05-17,Liverpool,Southampton,0,0,D,0,0,D,R Madley,17,4,8,0,9,4,3,6,1,3,0,0,1,0,0,0,20,18,64.9,35.1,0,5,12,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-05-17,Chelsea,Middlesbrough,3,0,H,2,0,H,C Pawson,21,2,7,1,8,21,8,1,0,2,0,0,0,0,0,0,15,9,57.1,42.9,2,11,8,0,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-05-17,Southampton,Arsenal,0,2,A,0,0,D,J Moss,14,11,3,4,5,5,8,5,1,2,0,0,0,0,0,0,33,17,47,53,1,7,6,1,8,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-05-17,Everton,Watford,1,0,H,0,0,D,K Friend,15,14,6,2,7,11,9,8,0,3,0,0,0,0,0,0,29,25,62.1,37.9,0,6,9,0,12,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-05-17,West Brom,Chelsea,0,1,A,0,0,D,M Oliver,7,24,2,5,13,8,5,8,3,0,0,0,0,0,0,0,22,19,32.4,67.6,1,5,1,2,11,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-05-17,Bournemouth,Burnley,2,1,H,1,0,H,L Probert,18,14,6,3,6,11,7,1,0,1,0,0,0,0,0,0,9,13,54.9,45.1,1,10,7,0,5,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-05-17,Man City,Leicester,2,1,H,2,1,H,R Madley,17,9,5,4,12,16,9,3,3,3,0,0,1,1,1,0,21,16,65.8,34.2,0,12,5,2,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-05-17,Middlesbrough,Southampton,1,2,A,0,1,A,A Taylor,14,14,3,4,19,11,6,3,3,0,0,0,0,1,0,0,20,21,41.8,58.2,1,7,6,0,10,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-05-17,Stoke,Arsenal,1,4,A,0,1,A,M Dean,10,10,4,6,13,7,7,6,1,2,0,0,0,0,0,0,23,17,33.2,66.8,3,3,4,4,6,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-05-17,Sunderland,Swansea,0,2,A,0,2,A,A Marriner,13,3,4,3,13,6,8,4,4,0,0,0,0,0,0,0,23,13,52.8,47.2,1,9,3,0,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-05-17,Crystal Palace,Hull,4,0,H,2,0,H,M Atkinson,12,9,4,0,13,14,3,7,3,5,0,0,1,0,1,0,14,25,29.7,70.3,2,7,3,1,5,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-05-17,Tottenham,Man United,2,1,H,1,0,H,J Moss,14,8,7,2,14,15,8,3,1,2,0,0,0,0,0,0,18,11,60,40,3,7,4,1,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-05-17,West Ham,Liverpool,0,4,A,0,1,A,N Swarbrick,10,26,3,11,5,10,4,6,2,0,0,0,0,0,0,0,15,18,33.3,66.7,2,5,3,2,13,11,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-17,Chelsea,Watford,4,3,H,2,1,H,L Mason,24,9,9,3,7,12,8,3,2,4,0,1,0,0,0,0,11,8,47.1,52.9,3,14,7,1,3,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-17,Arsenal,Sunderland,2,0,H,0,0,D,R East,36,6,13,2,15,10,17,3,4,2,0,0,0,0,0,0,30,10,62.5,37.5,4,20,12,0,3,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-17,Man City,West Brom,3,1,H,2,0,H,C Pawson,21,5,10,2,8,11,7,1,1,2,0,0,0,0,0,0,19,11,70.8,29.2,1,9,11,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-17,Southampton,Man United,0,0,D,0,0,D,M Dean,17,11,6,1,7,10,7,3,2,1,0,0,1,0,0,0,24,6,52.8,47.2,1,9,7,0,3,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-05-17,Leicester,Tottenham,1,6,A,0,2,A,M Oliver,12,26,5,12,11,8,4,4,3,1,0,0,0,0,0,0,21,15,37.3,62.7,0,5,7,2,10,14,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-05-17,Arsenal,Everton,3,1,H,2,0,H,M Oliver,17,22,9,7,10,15,4,6,2,4,1,0,0,1,0,1,8,33,49.5,50.5,2,11,4,1,14,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-05-17,Burnley,West Ham,1,2,A,1,1,D,R Madley,9,14,1,4,11,14,2,5,2,2,0,0,0,0,0,0,15,21,44.7,55.3,2,2,5,1,5,8,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-05-17,Chelsea,Sunderland,5,1,H,1,1,D,N Swarbrick,28,7,8,3,8,15,11,1,1,1,0,0,0,0,0,0,27,8,70.5,29.5,2,17,9,1,2,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-05-17,Hull,Tottenham,1,7,A,0,3,A,A Marriner,10,19,4,14,14,5,2,3,0,0,0,0,0,0,0,0,12,20,34.7,65.3,0,6,4,2,10,7,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-05-17,Leicester,Bournemouth,1,1,D,0,1,A,l Mason,21,10,5,4,11,10,9,1,4,1,0,0,0,0,0,0,25,11,48.6,51.4,2,15,3,0,2,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-05-17,Liverpool,Middlesbrough,3,0,H,1,0,H,M Atkinson,25,9,10,3,13,8,3,3,0,1,0,0,0,0,0,0,17,10,73.8,26.2,0,12,13,0,6,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-05-17,Man United,Crystal Palace,2,0,H,2,0,H,A Taylor,9,6,2,1,16,10,3,6,2,0,0,0,0,0,0,0,8,24,58.8,41.2,0,6,3,0,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-05-17,Southampton,Stoke,0,1,A,0,0,D,L Probert,14,14,6,3,12,10,4,10,2,4,0,0,0,0,0,0,21,23,61,39,2,9,4,3,8,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-05-17,Swansea,West Brom,2,1,H,0,1,A,M Dean,12,16,2,5,8,10,7,4,1,1,0,0,0,0,0,0,40,22,65.3,34.7,2,7,3,3,7,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
